,공항,년월,45kg,100kg,300kg,500kg,1톤,지역,국가명
772,Frankfrut(FRA),2018-04,3.63,3.30,3.18,3.15,3.12,유럽,독일
773,Frankfrut(FRA),2018-03,3.63,3.31,3.19,3.16,3.13,유럽,독일
774,Frankfrut(FRA),2018-02,3.59,3.27,3.15,3.12,3.08,유럽,독일
775,Frankfrut(FRA),2018-01,3.67,3.34,3.22,3.19,3.16,유럽,독일
776,Ho_Chi_Minh(SGN),2022-03,3.00,2.70,2.70,2.70,2.70,아시아,베트남
777,Ho_Chi_Minh(SGN),2022-02,3.00,2.70,2.70,2.70,2.70,아시아,베트남
778,Ho_Chi_Minh(SGN),2022-01,3.00,2.70,2.70,2.70,2.70,아시아,베트남
779,Ho_Chi_Minh(SGN),2021-12,3.000,2.700,2.700,2.700,2.700,아시아,베트남
780,Ho_Chi_Minh(SGN),2021-11,3.000,2.700,2.700,2.700,2.700,아시아,베트남
781,Ho_Chi_Minh(SGN),2021-10,3.000,2.700,2.700,2.700,2.700,아시아,베트남
782,Ho_Chi_Minh(SGN),2021-09,3.000,2.700,2.700,2.700,2.700,아시아,베트남
783,Ho_Chi_Minh(SGN),2021-08,3.000,2.700,2.700,2.700,2.700,아시아,베트남
784,Ho_Chi_Minh(SGN),2021-07,3.000,2.700,2.700,2.700,2.700,아시아,베트남
785,Ho_Chi_Minh(SGN),2021-06,3.00,2.70,2.70,2.70,2.70,아시아,베트남
786,Ho_Chi_Minh(SGN),2021-05,3.00,2.70,2.70,2.70,2.70,아시아,베트남
787,Ho_Chi_Minh(SGN),2021-04,3.00,2.70,2.70,2.70,2.70,아시아,베트남
788,Ho_Chi_Minh(SGN),2021-03,3.45,2.90,2.70,2.70,2.70,아시아,베트남
789,Ho_Chi_Minh(SGN),2021-02,3.45,2.90,2.70,2.70,2.70,아시아,베트남
790,Ho_Chi_Minh(SGN),2021-01,3.45,2.90,2.70,2.70,2.70,아시아,베트남
791,Ho_Chi_Minh(SGN),2020-12,3.45,2.90,2.70,2.70,2.70,아시아,베트남
792,Ho_Chi_Minh(SGN),2020-11,3.45,2.90,2.70,2.70,2.70,아시아,베트남
793,Ho_Chi_Minh(SGN),2020-10,3.42,3.05,2.81,2.80,2.80,아시아,베트남
794,Ho_Chi_Minh(SGN),2020-09,3.57,3.20,2.86,2.80,2.80,아시아,베트남
795,Ho_Chi_Minh(SGN),2020-08,3.45,2.90,2.70,2.70,2.70,아시아,베트남
796,Ho_Chi_Minh(SGN),2020-07,3.45,2.90,2.70,2.70,2.70,아시아,베트남
797,Ho_Chi_Minh(SGN),2020-06,3.45,2.90,2.70,2.70,2.70,아시아,베트남
798,Ho_Chi_Minh(SGN),2020-05,3.35,2.80,2.60,2.60,2.60,아시아,베트남
799,Ho_Chi_Minh(SGN),2020-04,3.35,2.80,2.60,2.60,2.60,아시아,베트남
800,Ho_Chi_Minh(SGN),2020-03,3.15,2.60,2.40,2.40,2.40,아시아,베트남
801,Ho_Chi_Minh(SGN),2020-02,2.62,2.26,2.11,2.09,2.08,아시아,베트남
802,Ho_Chi_Minh(SGN),2020-01,2.13,1.89,1.88,1.86,1.85,아시아,베트남
803,Ho_Chi_Minh(SGN),2019-12,2.16,1.92,1.91,1.89,1.88,아시아,베트남
804,Ho_Chi_Minh(SGN),2019-11,1.96,1.79,1.78,1.76,1.75,아시아,베트남
805,Ho_Chi_Minh(SGN),2019-10,1.95,1.78,1.77,1.75,1.74,아시아,베트남
806,Ho_Chi_Minh(SGN),2019-09,1.92,1.75,1.74,1.73,1.71,아시아,베트남
807,Ho_Chi_Minh(SGN),2019-08,1.91,1.74,1.73,1.71,1.70,아시아,베트남
808,Ho_Chi_Minh(SGN),2019-07,1.92,1.76,1.74,1.73,1.71,아시아,베트남
809,Ho_Chi_Minh(SGN),2019-06,2.22,1.95,1.94,1.93,1.91,아시아,베트남
810,Ho_Chi_Minh(SGN),2019-05,2.22,1.95,1.94,1.92,1.91,아시아,베트남
811,Ho_Chi_Minh(SGN),2019-04,2.27,2.00,1.99,1.97,1.96,아시아,베트남
812,Ho_Chi_Minh(SGN),2019-03,2.27,2.01,1.99,1.98,1.96,아시아,베트남
813,Ho_Chi_Minh(SGN),2019-02,2.34,2.07,2.04,2.01,1.98,아시아,베트남
814,Ho_Chi_Minh(SGN),2019-01,2.32,2.06,2.03,2.00,1.97,아시아,베트남
815,Ho_Chi_Minh(SGN),2018-12,2.31,2.04,2.03,2.01,2.00,아시아,베트남
816,Ho_Chi_Minh(SGN),2018-11,2.30,2.04,2.02,2.01,1.99,아시아,베트남
817,Ho_Chi_Minh(SGN),2018-10,2.27,2.01,1.99,1.98,1.96,아시아,베트남
818,Ho_Chi_Minh(SGN),2018-09,2.28,2.01,2.00,1.98,1.97,아시아,베트남
819,Ho_Chi_Minh(SGN),2018-08,2.22,1.96,1.95,1.93,1.92,아시아,베트남
820,Ho_Chi_Minh(SGN),2018-07,2.19,1.93,1.91,1.90,1.88,아시아,베트남
821,Ho_Chi_Minh(SGN),2018-06,2.20,1.94,1.93,1.91,1.90,아시아,베트남
822,Ho_Chi_Minh(SGN),2018-05,2.25,1.99,1.97,1.96,1.94,아시아,베트남
823,Ho_Chi_Minh(SGN),2018-04,2.25,1.99,1.96,1.93,1.90,아시아,베트남
824,Ho_Chi_Minh(SGN),2018-03,2.30,2.04,2.01,1.98,1.95,아시아,베트남
825,Ho_Chi_Minh(SGN),2018-02,2.27,2.02,1.99,1.96,1.92,아시아,베트남
826,Ho_Chi_Minh(SGN),2018-01,2.31,2.06,2.04,2.03,2.01,아시아,베트남
827,Penang(PEN),2022-03,3.40,3.40,3.40,3.40,3.40,아시아,말레이시아
828,Penang(PEN),2022-02,3.40,3.40,3.40,3.40,3.40,아시아,말레이시아
829,Penang(PEN),2022-01,3.40,3.40,3.40,3.40,3.40,아시아,말레이시아
830,Penang(PEN),2021-12,3.400,3.400,3.400,3.400,3.400,아시아,말레이시아
831,Penang(PEN),2021-11,3.400,3.400,3.400,3.400,3.400,아시아,말레이시아
832,Penang(PEN),2021-10,3.400,3.400,3.400,3.400,3.400,아시아,말레이시아
833,Penang(PEN),2021-09,3.400,3.400,3.400,3.400,3.400,아시아,말레이시아
834,Penang(PEN),2021-08,3.400,3.400,3.400,3.400,3.400,아시아,말레이시아
835,Penang(PEN),2021-07,3.400,3.400,3.400,3.400,3.400,아시아,말레이시아
836,Penang(PEN),2021-06,3.40,3.40,3.40,3.40,3.40,아시아,말레이시아
837,Penang(PEN),2021-05,3.40,3.40,3.40,3.40,3.40,아시아,말레이시아
838,Penang(PEN),2021-04,3.40,3.40,3.40,3.40,3.40,아시아,말레이시아
839,Penang(PEN),2021-03,3.40,3.00,2.80,2.80,2.80,아시아,말레이시아
840,Penang(PEN),2021-02,3.40,3.00,2.80,2.80,2.80,아시아,말레이시아
841,Penang(PEN),2021-01,3.40,3.00,2.80,2.80,2.80,아시아,말레이시아
842,Penang(PEN),2020-12,3.40,3.00,2.80,2.80,2.80,아시아,말레이시아
843,Penang(PEN),2020-11,3.40,3.00,2.80,2.80,2.80,아시아,말레이시아
844,Penang(PEN),2020-10,3.40,3.00,2.80,2.80,2.80,아시아,말레이시아
845,Penang(PEN),2020-09,3.40,3.00,2.80,2.80,2.80,아시아,말레이시아
846,Penang(PEN),2020-08,3.40,3.00,2.80,2.80,2.80,아시아,말레이시아
847,Penang(PEN),2020-07,3.40,3.00,2.80,2.80,2.80,아시아,말레이시아
848,Penang(PEN),2020-06,3.40,3.00,2.80,2.80,2.80,아시아,말레이시아
849,Penang(PEN),2020-05,3.50,3.00,3.00,3.00,3.00,아시아,말레이시아
850,Penang(PEN),2020-04,3.50,3.00,3.00,3.00,3.00,아시아,말레이시아
851,Penang(PEN),2020-03,3.40,2.90,2.90,2.90,2.90,아시아,말레이시아
852,Penang(PEN),2020-02,2.90,2.80,2.80,2.80,2.80,아시아,말레이시아
853,Penang(PEN),2020-01,2.45,2.10,2.10,2.10,2.10,아시아,말레이시아
854,Penang(PEN),2019-12,2.45,2.10,2.10,2.10,2.10,아시아,말레이시아
855,Penang(PEN),2019-11,3.10,2.55,2.35,2.35,2.35,아시아,말레이시아
856,Penang(PEN),2019-10,3.10,2.55,2.35,2.35,2.35,아시아,말레이시아
857,Penang(PEN),2019-09,3.10,2.55,2.35,2.35,2.35,아시아,말레이시아
858,Penang(PEN),2019-08,3.10,2.55,2.35,2.35,2.35,아시아,말레이시아
859,Penang(PEN),2019-07,3.10,2.55,2.35,2.35,2.35,아시아,말레이시아
860,Penang(PEN),2019-06,2.70,2.20,2.20,2.20,2.20,아시아,말레이시아
861,Penang(PEN),2019-05,2.70,2.20,2.20,2.20,2.20,아시아,말레이시아
862,Penang(PEN),2019-04,2.70,2.20,2.20,2.20,2.20,아시아,말레이시아
863,Penang(PEN),2019-03,2.70,2.20,2.20,2.20,2.20,아시아,말레이시아
864,Penang(PEN),2019-02,2.70,2.20,2.20,2.20,2.20,아시아,말레이시아
865,Penang(PEN),2019-01,2.70,2.20,2.20,2.20,2.20,아시아,말레이시아
866,Penang(PEN),2018-12,2.70,2.20,2.20,2.20,2.20,아시아,말레이시아
867,Penang(PEN),2018-11,2.70,2.20,2.20,2.20,2.20,아시아,말레이시아
868,Penang(PEN),2018-10,2.70,2.20,2.20,2.20,2.20,아시아,말레이시아
869,Penang(PEN),2018-09,2.70,2.20,2.20,2.20,2.20,아시아,말레이시아
870,Penang(PEN),2018-08,2.32,2.01,2.01,2.01,2.01,아시아,말레이시아
871,Penang(PEN),2018-07,2.27,1.96,1.96,1.96,1.96,아시아,말레이시아
872,Penang(PEN),2018-06,2.27,1.96,1.96,1.96,1.96,아시아,말레이시아
873,Penang(PEN),2018-05,2.32,2.01,2.01,2.01,2.01,아시아,말레이시아
874,Penang(PEN),2018-04,2.27,1.96,1.96,1.96,1.96,아시아,말레이시아
875,Penang(PEN),2018-03,2.27,1.96,1.96,1.96,1.96,아시아,말레이시아
876,Penang(PEN),2018-02,2.27,1.96,1.96,1.96,1.96,아시아,말레이시아
877,Penang(PEN),2018-01,2.27,1.96,1.96,1.96,1.96,아시아,말레이시아
878,Kuala_Lumpur(KUL),2022-03,4.75,4.75,4.75,4.75,4.75,아시아,말레이시아
879,Kuala_Lumpur(KUL),2022-02,4.75,4.75,4.75,4.75,4.75,아시아,말레이시아
880,Kuala_Lumpur(KUL),2022-01,4.75,4.75,4.75,4.75,4.75,아시아,말레이시아
881,Kuala_Lumpur(KUL),2021-12,4.750,4.750,4.750,4.750,4.750,아시아,말레이시아
882,Kuala_Lumpur(KUL),2021-11,4.750,4.750,4.750,4.750,4.750,아시아,말레이시아
883,Kuala_Lumpur(KUL),2021-10,4.750,4.750,4.750,4.750,4.750,아시아,말레이시아
884,Kuala_Lumpur(KUL),2021-09,4.750,4.750,4.750,4.750,4.750,아시아,말레이시아
885,Kuala_Lumpur(KUL),2021-08,4.750,4.750,4.750,4.750,4.750,아시아,말레이시아
886,Kuala_Lumpur(KUL),2021-07,4.750,4.750,4.750,4.750,4.750,아시아,말레이시아
887,Kuala_Lumpur(KUL),2021-06,3.40,3.40,3.40,3.40,3.40,아시아,말레이시아
888,Kuala_Lumpur(KUL),2021-05,3.40,3.40,3.40,3.40,3.40,아시아,말레이시아
889,Kuala_Lumpur(KUL),2021-04,3.40,3.40,3.40,3.40,3.40,아시아,말레이시아
890,Kuala_Lumpur(KUL),2021-03,3.40,3.00,2.80,2.80,2.80,아시아,말레이시아
891,Kuala_Lumpur(KUL),2021-02,3.40,3.00,2.80,2.80,2.80,아시아,말레이시아
892,Kuala_Lumpur(KUL),2021-01,3.40,3.00,2.80,2.80,2.80,아시아,말레이시아
893,Kuala_Lumpur(KUL),2020-12,3.40,3.00,2.80,2.80,2.80,아시아,말레이시아
894,Kuala_Lumpur(KUL),2020-11,3.40,3.00,2.80,2.80,2.80,아시아,말레이시아
895,Kuala_Lumpur(KUL),2020-10,3.40,3.00,2.80,2.80,2.80,아시아,말레이시아
896,Kuala_Lumpur(KUL),2020-09,3.40,3.00,2.80,2.80,2.80,아시아,말레이시아
897,Kuala_Lumpur(KUL),2020-08,3.40,3.00,2.80,2.80,2.80,아시아,말레이시아
898,Kuala_Lumpur(KUL),2020-07,3.40,3.00,2.80,2.80,2.80,아시아,말레이시아
899,Kuala_Lumpur(KUL),2020-06,3.40,3.00,2.80,2.80,2.80,아시아,말레이시아
900,Kuala_Lumpur(KUL),2020-05,4.45,3.65,3.65,3.65,3.65,아시아,말레이시아
901,Kuala_Lumpur(KUL),2020-04,4.45,3.65,3.65,3.65,3.65,아시아,말레이시아
902,Kuala_Lumpur(KUL),2020-03,4.35,3.55,3.55,3.55,3.55,아시아,말레이시아
903,Kuala_Lumpur(KUL),2020-02,3.85,3.55,3.55,3.55,3.55,아시아,말레이시아
904,Kuala_Lumpur(KUL),2020-01,2.40,1.95,1.95,1.95,1.95,아시아,말레이시아
905,Kuala_Lumpur(KUL),2019-12,2.40,1.95,1.95,1.95,1.95,아시아,말레이시아
906,Kuala_Lumpur(KUL),2019-11,2.33,1.75,1.75,1.75,1.75,아시아,말레이시아
907,Kuala_Lumpur(KUL),2019-10,2.33,1.75,1.75,1.75,1.75,아시아,말레이시아
908,Kuala_Lumpur(KUL),2019-09,2.33,1.75,1.75,1.75,1.75,아시아,말레이시아
909,Kuala_Lumpur(KUL),2019-08,2.33,1.75,1.75,1.75,1.75,아시아,말레이시아
910,Kuala_Lumpur(KUL),2019-07,2.33,1.75,1.75,1.75,1.75,아시아,말레이시아
911,Kuala_Lumpur(KUL),2019-06,2.80,2.30,2.30,2.30,2.30,아시아,말레이시아
912,Kuala_Lumpur(KUL),2019-05,2.80,2.30,2.30,2.30,2.30,아시아,말레이시아
913,Kuala_Lumpur(KUL),2019-04,2.80,2.30,2.30,2.30,2.30,아시아,말레이시아
914,Kuala_Lumpur(KUL),2019-03,2.80,2.30,2.30,2.30,2.30,아시아,말레이시아
915,Kuala_Lumpur(KUL),2019-02,2.80,2.30,2.30,2.30,2.30,아시아,말레이시아
916,Kuala_Lumpur(KUL),2019-01,2.80,2.30,2.30,2.30,2.30,아시아,말레이시아
917,Kuala_Lumpur(KUL),2018-12,2.80,2.30,2.30,2.30,2.30,아시아,말레이시아
918,Kuala_Lumpur(KUL),2018-11,2.80,2.30,2.30,2.30,2.30,아시아,말레이시아
919,Kuala_Lumpur(KUL),2018-10,2.80,2.30,2.30,2.30,2.30,아시아,말레이시아
920,Kuala_Lumpur(KUL),2018-09,2.80,2.30,2.30,2.30,2.30,아시아,말레이시아
921,Kuala_Lumpur(KUL),2018-08,2.42,2.06,2.06,2.06,2.06,아시아,말레이시아
922,Kuala_Lumpur(KUL),2018-07,2.37,2.01,2.01,2.01,2.01,아시아,말레이시아
923,Kuala_Lumpur(KUL),2018-06,2.37,2.01,2.01,2.01,2.01,아시아,말레이시아
924,Kuala_Lumpur(KUL),2018-05,2.42,2.06,2.06,2.06,2.06,아시아,말레이시아
925,Kuala_Lumpur(KUL),2018-04,2.37,2.01,2.01,2.01,2.01,아시아,말레이시아
926,Kuala_Lumpur(KUL),2018-03,2.37,2.01,2.01,2.01,2.01,아시아,말레이시아
927,Kuala_Lumpur(KUL),2018-02,2.37,2.01,2.01,2.01,2.01,아시아,말레이시아
928,Kuala_Lumpur(KUL),2018-01,2.37,2.01,2.01,2.01,2.01,아시아,말레이시아
929,Singapore(SIN),2022-03,4.35,4.25,4.25,4.25,4.25,아시아,싱가포르
930,Singapore(SIN),2022-02,4.35,4.25,4.25,4.25,4.25,아시아,싱가포르
931,Singapore(SIN),2022-01,4.35,4.25,4.25,4.25,4.25,아시아,싱가포르
932,Singapore(SIN),2021-12,4.350,4.250,4.250,4.250,4.250,아시아,싱가포르
933,Singapore(SIN),2021-11,4.350,4.250,4.250,4.250,4.250,아시아,싱가포르
934,Singapore(SIN),2021-10,4.350,4.250,4.250,4.250,4.250,아시아,싱가포르
935,Singapore(SIN),2021-09,4.350,4.250,4.250,4.250,4.250,아시아,싱가포르
936,Singapore(SIN),2021-08,4.400,4.300,4.300,4.300,4.300,아시아,싱가포르
937,Singapore(SIN),2021-07,4.400,4.300,4.300,4.300,4.300,아시아,싱가포르
938,Singapore(SIN),2021-06,3.90,3.80,3.75,3.75,3.75,아시아,싱가포르
939,Singapore(SIN),2021-05,3.90,3.80,3.75,3.75,3.75,아시아,싱가포르
940,Singapore(SIN),2021-04,3.90,3.80,3.75,3.75,3.75,아시아,싱가포르
941,Singapore(SIN),2021-03,3.25,3.00,2.90,2.90,2.90,아시아,싱가포르
942,Singapore(SIN),2021-02,3.25,3.00,2.90,2.90,2.90,아시아,싱가포르
943,Singapore(SIN),2021-01,3.25,3.00,2.90,2.90,2.90,아시아,싱가포르
944,Singapore(SIN),2020-12,3.25,3.00,2.90,2.90,2.90,아시아,싱가포르
945,Singapore(SIN),2020-11,3.40,3.00,2.80,2.80,2.80,아시아,싱가포르
946,Singapore(SIN),2020-10,3.40,3.00,2.80,2.80,2.80,아시아,싱가포르
947,Singapore(SIN),2020-09,3.40,3.00,2.80,2.80,2.80,아시아,싱가포르
948,Singapore(SIN),2020-08,3.25,3.00,2.90,2.90,2.90,아시아,싱가포르
949,Singapore(SIN),2020-07,3.25,3.00,2.90,2.90,2.90,아시아,싱가포르
950,Singapore(SIN),2020-06,3.25,3.00,2.90,2.90,2.90,아시아,싱가포르
951,Singapore(SIN),2020-05,3.58,2.55,2.45,2.45,2.45,아시아,싱가포르
952,Singapore(SIN),2020-04,3.58,2.55,2.45,2.45,2.45,아시아,싱가포르
953,Singapore(SIN),2020-03,3.48,2.20,2.10,2.10,2.10,아시아,싱가포르
954,Singapore(SIN),2020-02,3.48,2.20,2.10,2.10,2.10,아시아,싱가포르
955,Singapore(SIN),2020-01,1.85,1.55,1.55,1.55,1.55,아시아,싱가포르
956,Singapore(SIN),2019-12,1.85,1.55,1.55,1.55,1.55,아시아,싱가포르
957,Singapore(SIN),2019-11,1.90,1.33,1.33,1.33,1.33,아시아,싱가포르
958,Singapore(SIN),2019-10,1.90,1.33,1.33,1.33,1.33,아시아,싱가포르
959,Singapore(SIN),2019-09,1.90,1.33,1.33,1.33,1.33,아시아,싱가포르
960,Singapore(SIN),2019-08,1.90,1.33,1.33,1.33,1.33,아시아,싱가포르
961,Singapore(SIN),2019-07,1.90,1.33,1.33,1.33,1.33,아시아,싱가포르
962,Singapore(SIN),2019-06,2.20,1.70,1.70,1.70,1.70,아시아,싱가포르
963,Singapore(SIN),2019-05,2.20,1.70,1.70,1.70,1.70,아시아,싱가포르
964,Singapore(SIN),2019-04,2.20,1.70,1.70,1.70,1.70,아시아,싱가포르
965,Singapore(SIN),2019-03,2.20,1.70,1.70,1.70,1.70,아시아,싱가포르
966,Singapore(SIN),2019-02,2.20,1.70,1.70,1.70,1.70,아시아,싱가포르
967,Singapore(SIN),2019-01,2.20,1.70,1.70,1.70,1.70,아시아,싱가포르
968,Singapore(SIN),2018-12,2.20,1.70,1.70,1.70,1.70,아시아,싱가포르
969,Singapore(SIN),2018-11,2.20,1.70,1.70,1.70,1.70,아시아,싱가포르
970,Singapore(SIN),2018-10,2.20,1.70,1.70,1.70,1.70,아시아,싱가포르
971,Singapore(SIN),2018-09,2.20,1.70,1.70,1.70,1.70,아시아,싱가포르
972,Singapore(SIN),2018-08,1.84,1.51,1.51,1.51,1.51,아시아,싱가포르
973,Singapore(SIN),2018-07,1.79,1.46,1.46,1.46,1.46,아시아,싱가포르
974,Singapore(SIN),2018-06,1.79,1.46,1.46,1.46,1.46,아시아,싱가포르
975,Singapore(SIN),2018-05,1.84,1.51,1.51,1.51,1.51,아시아,싱가포르
976,Singapore(SIN),2018-04,1.79,1.46,1.46,1.46,1.46,아시아,싱가포르
977,Singapore(SIN),2018-03,1.79,1.46,1.46,1.46,1.46,아시아,싱가포르
978,Singapore(SIN),2018-02,1.79,1.46,1.46,1.46,1.46,아시아,싱가포르
979,Singapore(SIN),2018-01,1.79,1.46,1.46,1.46,1.46,아시아,싱가포르
